festival_id,name,festival_type,destination_id,destination_name,start_date,end_date
Q130016776,Rollerblading pilgrimage: Warsaw—Częstochowa,recurring event,Q36,Poland,2004-01-01,
Q106072978,Pistang Bayan,festival,Q928,Philippines,,
Q9326143,Slot Art Festival,festival,Q36,Poland,,
Q42993305,4 + 4 Days in Motion,festival,Q1085,Prague,,
Q114347232,glitchartisdead,recurring event,Q36,Poland,,
Q86107,Eurovision Young Dancers 1997,festival occurrence,Q36,Poland,,1997-06-17
Q9259286,Festiwal Otwarte Ogrody Sadyba,festival,Q36,Poland,,
Q1997010,1st World Festival of Youth and Students,festival occurrence,Q1085,Prague,,
Q139897525,Philippine senate election,recurring event,Q928,Philippines,,
Q9259206,Festiwal Dialogu Czterech Kultur,festival,Q36,Poland,,
Q77931877,Golden Chickens Festival,festival,Q36,Poland,,
Q11783869,FETA - International Street and Open-Air Theatres Festival,recurring event,Q36,Poland,,
Q11844537,Kaamulan,recurring event,Q928,Philippines,,
Q131177539,"Wikidata Days 2024 (Lisbon, Portugal)",recurring event,Q45,Portugal,2024-11-14,2024-11-16
Q7185138,Philippine International Motor Show,recurring event,Q928,Philippines,,
Q7185385,Philippine presidential inauguration,recurring event,Q928,Philippines,,
Q1483763,Golden Globes,recurring event,Q45,Portugal,,
Q78304389,Carnival of Podence,festival,Q45,Portugal,,
Q105070555,Feast of the Black Nazarene,festival,Q928,Philippines,,
Q5139823,Coconut Festival,festival,Q928,Philippines,,
Q7418191,Sangyaw,recurring event,Q928,Philippines,,
Q86677802,Wikidata Days 2020,recurring event,Q45,Portugal,2020-07-02,2020-07-04
Q17027126,Buling-Buling Festival,festival,Q928,Philippines,,
Q17093218,World Costume Festival,festival,Q928,Philippines,,
Q25698335,Bangus Festival,festival,Q928,Philippines,,
Q121330771,MURO - Urban Art Festival Lisbon 2017,festival occurrence,Q45,Portugal,2017-05-25,2017-05-28
Q20992217,Asia Pop Comic Convention,recurring event,Q928,Philippines,,
Q10656268,Rock in Rio Lisboa IV,festival occurrence,Q45,Portugal,2010-05-21,2010-05-30
Q113377766,Free Software Party,recurring event,Q45,Portugal,2004-01-01,
Q48879529,Rock in Rio Lisboa I,festival occurrence,Q45,Portugal,2004-05-28,2004-06-06
Q136767316,Coqueiro Club,discothèque,Q45,Portugal,1984-08-12,2019-07-02
Q117391269,"Lamego, Cidade Poema",recurring event,Q45,Portugal,,
Q139771827,Buglasan Festival,festival,Q928,Philippines,,
Q113269127,NOS Primavera Sound 2022,recurring event,Q45,Portugal,,
Q7196508,Pintados-Kasadyaan,festival,Q928,Philippines,,
Q12969038,Bocaue Pagoda Festival,recurring event,Q928,Philippines,,
Q30589848,Lisboa Games Week,recurring event,Q45,Portugal,,
Q2830670,Ati-Atihan Festival,festival,Q928,Philippines,,
Q23048151,Catandungan Festival,festival,Q928,Philippines,,
Q7116584,Ozine Fest,recurring event,Q928,Philippines,2005-12-01,
Q1411756,Sandugo Festival,festival,Q928,Philippines,,
Q96622031,Wiki Loves Folklore,recurring event,Q928,Philippines,,
Q7413869,San Fernando Frog Festival,festival,Q928,Philippines,,
Q20053349,Circular Festival de Artes Performativas,festival,Q45,Portugal,,
Q132175625,Festivities of Nossa Senhora dos Remédios,party,Q45,Portugal,,
Q10370522,Serralves in Celebration,festival,Q45,Portugal,,
Q6350041,Kalabukay Festival,festival,Q928,Philippines,,
Q86740514,Magic Night,party,Q45,Portugal,,
Q5278041,Dinengdeng festival,festival,Q928,Philippines,,
Q10336793,Festas Nicolinas,party,Q45,Portugal,,
Q136767294,Pixote,discothèque,Q45,Portugal,,
Q127514918,KISMIF Conference,recurring event,Q45,Portugal,,
Q2671446,Sinulog festival,festival,Q928,Philippines,,
Q137323422,Smuggling festival,festival,Q45,Portugal,,
Q10368222,Cult of Senhor Santo Cristo dos Milagres,recurring event,Q45,Portugal,,
Q25053473,Tuna Festival,recurring event,Q928,Philippines,,
Q21015919,Philippine Game Festival,recurring event,Q928,Philippines,,
Q9613569,Andanças,festival,Q45,Portugal,,
Q149530,Panagbenga Festival,festival,Q928,Philippines,,
Q7129743,Panaad sa Negros Festival,recurring event,Q928,Philippines,,
Q5983620,Ibalong Festival,festival,Q928,Philippines,,
Q4483214,Fantasporto 1981,festival occurrence,Q45,Portugal,,
Q3070008,Festival Temps d'images,festival,Q45,Portugal,,
Q139743058,Festival Tecnologia Popular de Setúbal,festival,Q45,Portugal,,
Q124078091,Barreiro festivities in honor of Our Lady of the Rosary,festival,Q45,Portugal,,
Q10281966,Festival de Almada,festival,Q45,Portugal,,
Q81610,Mr Gay World,recurring event,Q928,Philippines,,
Q125768360,Primavera Sound Porto 2023,recurring event,Q45,Portugal,,
Q121323620,MURO - Urban Art Festival Lisbon 2016,festival occurrence,Q45,Portugal,2016-04-30,2016-05-15
Q5558384,Giant Lantern Festival,festival,Q928,Philippines,,
Q137324205,N2 Festival,festival,Q45,Portugal,,
Q17088388,Sirong Festival,festival,Q928,Philippines,,
Q6912301,Moriones Festival,festival,Q928,Philippines,,
Q6366042,Kaogma Festival,festival,Q928,Philippines,,
Q85443050,WikiCon Portugal,recurring event,Q45,Portugal,,
Q112051447,Aurora Music Festival,recurring event,Q928,Philippines,,
Q126946424,Metro Manila Pride March,recurring event,Q928,Philippines,,
Q85807019,The EDDYS,recurring event,Q928,Philippines,,
Q10278764,1865 International Exhibition,festival,Q45,Portugal,,
Q65161817,Feminist Festival of Lisbon,festival,Q45,Portugal,,
Q43115913,Pinhal Das Artes,festival,Q45,Portugal,,
Q4765851,Anjo Festival,festival,Q45,Portugal,,
Q29996642,RFM Somnii,recurring event,Q45,Portugal,,
Q114793367,Wiki Loves Monuments in Portugal,recurring event,Q45,Portugal,,
Q138646248,Medusa X,recurring event,Q45,Portugal,,
Q7185277,Philippine Youth Congress in Information Technology,recurring event,Q928,Philippines,,
Q17078384,MassKara Festival,recurring event,Q928,Philippines,,
Q113279722,Pagkarahay Art Festival,recurring event,Q928,Philippines,,
Q109918362,Head in the Clouds Festival,recurring event,Q928,Philippines,,
Q3569997,World Pyro Olympics,recurring event,Q928,Philippines,,
Q1893443,Marchas Populares,recurring event,Q45,Portugal,1932-01-01,
Q5174671,Cosplay Mania,recurring event,Q928,Philippines,2008-01-01,
Q122818812,Wikidata Days 2023,recurring event,Q45,Portugal,2023-09-28,2023-09-30
Q29704207,Organ Festival of Braga,recurring event,Q45,Portugal,,
Q10281831,Community festivities in Campo Maior,festival,Q45,Portugal,,
Q48879654,Rock in Rio Lisboa II,festival occurrence,Q45,Portugal,,
Q137324570,5th Edition of Smuggling Festival,festival occurrence,Q45,Portugal,2025-04-04,
Q3131900,MagicValongo,festival,Q45,Portugal,,
Q4913845,Binalbal Festival,festival,Q928,Philippines,,
Q137325556,NOS Alive 2026,festival occurrence,Q45,Portugal,2026-07-09,2026-07-11
Q6749688,Manila International Auto Show,recurring event,Q928,Philippines,2005-01-01,
Q17148787,SMOFcon,recurring event,Q45,Portugal,,
Q128492542,Gamers8,recurring event,Q3692,Riyadh,,
Q18122919,White Mask 2014,festival,Q159,Russia,,
Q16628632,"Festival of military and historical reconstruction ""Bylinny bereg""",festival,Q159,Russia,,
Q4315507,Balloon Festivals in Kungur,festival,Q159,Russia,2002-01-01,
Q4220930,Kinotavrik,festival,Q159,Russia,,
Q4076961,Baltcon,recurring event,Q159,Russia,,
Q4447908,Syzran tomato festival,festival,Q159,Russia,,
Q64223581,World ballet holidays,festival,Q159,Russia,,
Q1141359,Valdai International Discussion Club,recurring event,Q159,Russia,,
Q16536110,Belgorodskaya zabava,festival,Q159,Russia,,
Q37937330,Wiki-Conference,recurring event,Q159,Russia,,
Q113412235,Our Generation 2023,festival occurrence,Q159,Russia,2023-03-01,2023-04-01
Q131468037,Mobile Summer Workshop,recurring event,Q1764,Reykjavík,,
Q42048759,19th World Festival of Youth and Students,festival occurrence,Q159,Russia,,
Q4441664,Stenograffia,festival,Q159,Russia,,
Q1328626,Yaldā,festival,Q159,Russia,,
Q52158842,Primakov Readings,recurring event,Q159,Russia,,
Q127599572,Back2Black Festival,festival,Q8678,Rio de Janeiro,,
Q4492070,Moscow International Forum for Innovative Development «Open Innovations»,recurring event,Q159,Russia,,
Q2384646,Summer Carnival,party,Q34370,Rotterdam,,
Q4413754,Seliger,festival,Q159,Russia,,
Q15149201,Geek Picnic,festival,Q159,Russia,,
Q95589843,Festival del Teatro Patologico,festival,Q220,Rome,,
Q26758861,RosCon,festival,Q159,Russia,,
Q376112,Knowledge Day,recurring event,Q159,Russia,,
Q105408698,Winter International Arts Festival,festival,Q159,Russia,,
Q24910363,NecronomiCon Providence,recurring event,Q18383,Providence,,
Q97940655,Carte Blanche Festival,festival,Q159,Russia,,
Q109699239,Saint Petersburg Tatar Media Forum,recurring event,Q159,Russia,,
Q56072167,May readings,festival,Q159,Russia,,
Q124900549,Mihrajān al-Raqṣ al-muʻāṣir,festival,Q158119,Ramallah,,
Q4049669,Snow Dogs,festival,Q159,Russia,,
Q136456423,Riyadh Season 2025,festival,Q3692,Riyadh,2025-10-10,2026-03-01
Q25349615,15th edition of Mawazine Festival,festival occurrence,Q3551,Rabat,2016-05-20,2016-05-28
Q3045874,Mawazine,recurring event,Q3551,Rabat,,
Q115324832,Russian Rome Festival,festival,Q220,Rome,,
Q5288911,Çük,festival,Q159,Russia,,
Q16272126,Starcon,festival,Q159,Russia,,
Q15621180,"Festival of military and historical reconstruction ""White City""",festival,Q159,Russia,,
Q28666928,Journey into Christmas,festival,Q159,Russia,,
Q4229103,ComTrans,festival,Q159,Russia,,
Q4041155,IT Leader Forum,recurring event,Q159,Russia,,
Q121546575,Festival of Singing in Classical Arabic,festival,Q3692,Riyadh,,
Q119265974,Palestine Cinema Days,festival,Q158119,Ramallah,,
Q97663551,Seasons of Armenian culture,festival,Q159,Russia,,
Q16647418,Diaghilev Festival,festival,Q159,Russia,,
Q86666498,Millénaire normand,festival,Q30974,Rouen,1911-06-03,1911-06-11
Q104185806,The Golden Ring of Russia (hot air balloon festival),festival,Q159,Russia,2002-01-01,
Q662829,Eurocon,recurring event,Q159,Russia,,
Q110862607,Stereoleto 2020,festival occurrence,Q159,Russia,2020-09-05,2020-09-06
Q19906929,Alexander Ball,recurring event,Q159,Russia,,
Q125497600,Saudi Film Confex,recurring event,Q3692,Riyadh,,
Q4271558,Lyubimovka (festival),festival,Q159,Russia,,
Q15896364,Social Revolution festival,festival,Q159,Russia,,
Q62061940,Discover Russia,recurring event,Q159,Russia,,
Q64223602,Music on the roof VDNKh,festival,Q159,Russia,,
Q4036042,Chaos Constructions,festival,Q159,Russia,,
Q47068109,Leo Records Festival in Russia,festival,Q159,Russia,,
Q4204218,Try yourself,recurring event,Q159,Russia,1987-09-01,
Q98947020,White Night,recurring event,Q1773,Riga,,
Q1058102,International Tchaikovsky Competition,recurring event,Q159,Russia,,
Q602771,Arirang Festival,festival,Q18808,Pyongyang,,2013-01-01
Q56309652,International fireworks festival in Brateevsky Cascade Park,festival,Q159,Russia,,
Q135937267,International Conducting Competition Rotterdam,recurring event,Q34370,Rotterdam,,
Q80949,April Fools' Day,recurring event,Q218,Romania,1564-01-01,
Q20203401,The World Festival of Clowns in Yekaterinburg,festival,Q159,Russia,,
Q29625699,Vidfest,festival,Q159,Russia,,
Q4199911,Ilmensky festival,festival,Q159,Russia,,
Q15734813,ABC Show,recurring event,Q159,Russia,,
Q56291777,IceCon,recurring event,Q1764,Reykjavík,,
Q4350734,Russian census,recurring event,Q159,Russia,,
Q20850530,Nebosvod Belogoriya,festival,Q159,Russia,,
Q135450235,Riyadh Comedy Festival,festival,Q3692,Riyadh,2025-09-26,2025-10-09
Q5359316,Elephant Festival,festival,Q1437,Rajasthan,,
Q16272090,Rahlin seasons,festival,Q159,Russia,,
Q18613634,Festivals of Belgorod Oblast,festival,Q159,Russia,,
Q542095,Scarlet Sails,festival,Q159,Russia,,
Q131011429,Misk Global Forum,recurring event,Q3692,Riyadh,,
Q1222838,Uroki rezhissury,festival,Q159,Russia,,
Q4213650,Karavon,recurring event,Q159,Russia,,
Q136720338,Lof der Zotheidlezing,recurring event,Q34370,Rotterdam,,
Q107338157,SPBTransportFest,festival,Q159,Russia,,
Q23050206,International Financial Congress,recurring event,Q159,Russia,1992-01-01,
Q3028738,Libre Graphics Meeting,recurring event,Q647,Rennes,,
Q3028738,Libre Graphics Meeting,recurring event,Q8678,Rio de Janeiro,,
Q107020788,Saint Petersburg 2020 Blogerfight,festival,Q159,Russia,2020-02-27,2020-02-28
Q103888326,Present Perfect 2019,festival occurrence,Q159,Russia,,
Q135594475,International Falcon Breeders Auction,recurring event,Q3692,Riyadh,2021-01-01,
Q19760041,Spasskaya Bashnya (festival),festival,Q159,Russia,,
Q3686090,Concerto del Primo Maggio,recurring event,Q220,Rome,,
Q4070157,Artdocfest,festival,Q159,Russia,,
Q114799519,Riyadh Season 2022,festival,Q3692,Riyadh,,
Q6544437,Demino Ski Marathon,recurring event,Q159,Russia,,
Q56909,International Russian Rotary Children's Music Competition,recurring event,Q159,Russia,,
Q65780861,12 Months Film Festival,recurring event,Q218,Romania,,
Q22947792,Moscow Victory Day Parade,recurring event,Q159,Russia,,
Q55829521,Romaeuropa Festival,festival,Q220,Rome,,
Q7296383,RavenCon,recurring event,Q43421,Richmond,,
Q93493275,Vinvest,festival,Q218,Romania,,
Q131418198,Frauchi International Competition and Festival,recurring event,Q159,Russia,,
Q66712580,Smida Jazz Festival,festival,Q218,Romania,,
Q109985604,Wiki Loves Monuments in Romania,recurring event,Q218,Romania,,
Q728037,Főtér Festival,festival,Q218,Romania,,
Q135010700,Two Rivers 2025,festival,Q159,Russia,,
Q87827974,UCIN Awards,recurring event,Q218,Romania,,
Q114878761,#IWeTatar,recurring event,Q159,Russia,,
Q5021787,Callatis Festival,festival,Q218,Romania,,
Q5328323,East European Comic Con,recurring event,Q218,Romania,,
Q120261203,VK Fest,festival,Q159,Russia,,
Q115409881,Stars over Donbass,festival,Q159,Russia,,
Q6437701,Kristal Glam Club,recurring event,Q218,Romania,,
Q30590317,Feeric Fashion Week,recurring event,Q218,Romania,2008-01-01,
Q136036007,Numele și numirea,recurring event,Q218,Romania,,
Q118774149,World Festival of Youth (2024),festival,Q159,Russia,,
Q12738613,Prohod,ceremony,Q218,Romania,,
Q5627258,Gărâna Jazz Festival,recurring event,Q218,Romania,,
Q110132077,Festivalul Inimilor,festival,Q218,Romania,,
Q43116157,eXplore dance festival,festival,Q218,Romania,,
Q4683230,Sighișoara Medieval Festival,festival,Q218,Romania,,
Q127111646,Luna's Treat,party,Q159,Russia,,
Q5584324,Gopo Awards,recurring event,Q218,Romania,,
Q135312661,"What SUP, Moscow",festival,Q159,Russia,,
Q29571874,Honterusfest,festival,Q218,Romania,,
Q130712557,Aelita,recurring event,Q159,Russia,,
Q129636581,Moscow-2030,festival,Q159,Russia,2024-08-01,2024-09-08
Q120719694,TatCultFest,festival,Q159,Russia,,
Q124036381,Almost Naked party,party,Q159,Russia,2023-12-20,2023-12-21
Q12740365,Samfest,festival,Q218,Romania,,
Q12741793,National Festival of the Sheep - Oaș Country,festival,Q218,Romania,,
Q134517750,2025 Moscow Bike Parade,festival,Q159,Russia,,
Q20429197,The Winter Customs Festival of Negrești-Oaș,festival,Q218,Romania,,
Q133572188,"Dreamflash in Moscow, 2013",festival,Q159,Russia,,
Q135916008,Festivalul Internațional de Orgă România,recurring event,Q218,Romania,,
Q61355174,International Romani Art Festival,recurring event,Q218,Romania,,
Q109530554,tuSeo,festival,Q971,Republic of the Congo,,
Q662829,Eurocon,recurring event,Q218,Romania,,
Q130123869,Pechan bazary 2024 festival,festival,Q159,Russia,,
Q107020788,Saint Petersburg 2020 Blogerfight,festival,Q656,Saint Petersburg,2020-02-27,2020-02-28
Q15274619,Salt Lake Comic Con,recurring event,Q23337,Salt Lake City,,
Q96622031,Wiki Loves Folklore,recurring event,Q1037,Rwanda,,
Q109699239,Saint Petersburg Tatar Media Forum,recurring event,Q656,Saint Petersburg,,
Q4396828,Rock on the Volga,recurring event,Q894,Samara,,
Q4019072,West Coast Computer Faire,recurring event,Q62,San Francisco,,
Q5157905,ConDor,recurring event,Q16552,San Diego,,
Q662829,Eurocon,recurring event,Q238,San Marino,,
Q135916158,San Jose Fountain Blues & Brews Festival,festival,Q16553,San Jose,,
Q81709125,Festival de Autores de Santiago,recurring event,Q2887,Santiago,2018-10-01,
Q114496415,Saint Petersburg 2022 Cluster Week Mediaindustry,recurring event,Q656,Saint Petersburg,,
Q3028738,Libre Graphics Meeting,recurring event,Q1724,Saarbrücken,,
Q125491365,Ch.ACO,recurring event,Q2887,Santiago,,
Q542095,Scarlet Sails,festival,Q656,Saint Petersburg,,
Q856365,CONduit,recurring event,Q23337,Salt Lake City,,
Q107338157,SPBTransportFest,festival,Q656,Saint Petersburg,,
Q23050206,International Financial Congress,recurring event,Q656,Saint Petersburg,1992-01-01,
Q29271,Pongal,festival,Q334,Singapore,,
Q137575395,Crevarijada,festival,Q403,Serbia,,
Q4904581,Biennial of Illustration Bratislava,festival,Q214,Slovakia,,
Q7061444,Norwescon,recurring event,Q5083,Seattle,,
Q130712886,Parcon,recurring event,Q214,Slovakia,,
Q282730,Belgrade Book Fair,recurring event,Q403,Serbia,1956-01-01,
Q134983917,Mikuláš Schneider-Trnavský International Vocal Competition,recurring event,Q214,Slovakia,,
Q125497600,Saudi Film Confex,recurring event,Q851,Saudi Arabia,,
Q25464688,Carevčevi dani,festival,Q403,Serbia,,
Q25316228,International Science Youth Forum @ Singapore,recurring event,Q334,Singapore,,
Q6049401,"International Comics Festival ""Salon stripa""",recurring event,Q403,Serbia,2003-01-01,
Q111032653,Singapore River Buskers' Festival,festival,Q334,Singapore,,
Q12762217,AmatFest,festival,Q214,Slovakia,2004-01-01,2012-01-01
Q2033154,Serbia in the Eurovision Song Contest 2009,festival occurrence,Q403,Serbia,,
Q77429230,RoboMaster,recurring event,Q15174,Shenzhen,,
Q30594043,Kopaonik Business Forum,recurring event,Q403,Serbia,,
Q25458984,Reader badge,festival,Q403,Serbia,,
Q3487863,Conference on the Application of Esperanto in Science and Technology,recurring event,Q214,Slovakia,,
Q111032660,South East Asia Cultural Festival,festival,Q334,Singapore,,
Q135431592,Riđica Traditional 'Peka' Cooking Event,festival,Q403,Serbia,,
Q13381875,ZooM+,festival,Q214,Slovakia,,
Q136557170,Daq Alhab,recurring event,Q851,Saudi Arabia,,
Q13421542,Jánošíkove dni,festival,Q214,Slovakia,,
Q5599964,Great Singapore Sale,recurring event,Q334,Singapore,,
Q136456423,Riyadh Season 2025,festival,Q851,Saudi Arabia,2025-10-10,2026-03-01
Q21019824,PRIDE Košice,festival,Q214,Slovakia,,
Q131301806,Seychelles Arts Festival,festival,Q1042,Seychelles,,
Q136806050,Šabac October Salon,festival,Q403,Serbia,,
Q121546575,Festival of Singing in Classical Arabic,festival,Q851,Saudi Arabia,,
Q6297319,Joy of Europe,recurring event,Q403,Serbia,,
Q12245988,Riyadh shopping festival,festival,Q851,Saudi Arabia,,
Q131159637,Biban,recurring event,Q851,Saudi Arabia,,
Q110821727,LEAP andInnovate,recurring event,Q851,Saudi Arabia,,
Q110045984,Biennial of children's artistic expression,festival,Q403,Serbia,,
Q110045272,"""Museums for 10"" event",festival,Q403,Serbia,,
Q12748851,Belgrade Jazz Festival,festival,Q403,Serbia,,
Q10244,Diwali,festival,Q334,Singapore,,
Q65043136,Historic Jeddah Festival,recurring event,Q851,Saudi Arabia,,
Q18594232,Gamers' Day,recurring event,Q851,Saudi Arabia,,
Q45021690,Biennial of Animation Bratislava,festival,Q214,Slovakia,,
Q61130342,Zaštitnici tvrđave,festival,Q403,Serbia,,
Q126367951,Future of Semiconductors Forum,recurring event,Q851,Saudi Arabia,,
Q28230225,Another Story Festival,festival,Q384,Skopje,,
Q60765692,Jeddah International Book Fair,recurring event,Q851,Saudi Arabia,,
Q136439225,Cultural Investment Conference,recurring event,Q851,Saudi Arabia,,
Q64540334,Winter at Tantora Festival,recurring event,Q851,Saudi Arabia,,
Q25377463,Journée de la femme digitale,recurring event,Q1041,Senegal,,
Q17098395,Nušićijada,recurring event,Q403,Serbia,,
Q28419214,Singapore Fashion Week,recurring event,Q334,Singapore,,
Q96415692,Xooy,ceremony,Q1041,Senegal,,
Q5323805,EOY,recurring event,Q334,Singapore,,
Q64627172,Jeddah Season Festival,festival,Q851,Saudi Arabia,,
Q17779336,Guitar Art Festival,festival,Q403,Serbia,,
Q74415146,Singapore FinTech Festival,festival,Q334,Singapore,,
Q7452831,Serbian Air Show,recurring event,Q403,Serbia,,
Q43117460,Festival Bo:m,festival,Q8684,Seoul,,
Q1011736,Gombaszog Summer Festival,festival,Q214,Slovakia,,
Q25044935,Outbreak europe,recurring event,Q214,Slovakia,,
Q135450235,Riyadh Comedy Festival,festival,Q851,Saudi Arabia,2025-09-26,2025-10-09
Q61130583,Jefimijini dani,festival,Q403,Serbia,,
Q3063098,Summer Esperanto Study,recurring event,Q214,Slovakia,,
Q12606158,Yangnyeongsi Festival,festival,Q8684,Seoul,,
Q4166017,Jenadriyah,festival,Q851,Saudi Arabia,,
Q12760595,Festival Filmskih Scenarija - Screenfest,festival,Q403,Serbia,,
Q6172694,Jeddah Economic Forum,recurring event,Q851,Saudi Arabia,,
Q130219864,October Salon Pančevo,festival,Q403,Serbia,,
Q5977922,i Light Marina Bay,recurring event,Q334,Singapore,,
Q20434559,Akademija,discothèque,Q403,Serbia,,
Q130073019,Tanjong Beach Club,discothèque,Q334,Singapore,,
Q130316450,Cultural Years,recurring event,Q851,Saudi Arabia,,
Q483826,Baeksang Arts Awards,recurring event,Q8684,Seoul,1965-01-01,
Q19839999,Chu Hua Yuan,ceremony,Q334,Singapore,,
Q30590409,Comic Con Arabia,recurring event,Q851,Saudi Arabia,,
Q131011429,Misk Global Forum,recurring event,Q851,Saudi Arabia,,
Q1126527,Küstendorf Film and Music Festival,festival,Q403,Serbia,,
Q108550619,Wiki Loves Monuments in Serbia,recurring event,Q403,Serbia,,
Q12776529,Spišské folklórne slávnosti,recurring event,Q214,Slovakia,,
Q135432259,Poezija vinom obojena,festival,Q403,Serbia,,
Q94636784,Vitez fest,festival,Q403,Serbia,,
Q6024547,IndigNation,festival,Q334,Singapore,,2009-01-01
Q115519555,Cirkobalkana,festival,Q403,Serbia,,
Q949776,ABU Radio Song Festival 2012,festival occurrence,Q8684,Seoul,,2012-10-11
Q16711610,International Festival of Children's Theatres,festival,Q403,Serbia,,
Q74404584,Singapore Night Festival,festival,Q334,Singapore,,
Q5154060,CommunicAsia,recurring event,Q334,Singapore,,
Q114799519,Riyadh Season 2022,festival,Q851,Saudi Arabia,,
Q99539520,Shakespeare Festival,festival,Q403,Serbia,,
Q555896,World Architecture Festival,festival,Q334,Singapore,,
Q4806603,Asian Children's Festival,festival,Q334,Singapore,,
Q128492542,Gamers8,recurring event,Q851,Saudi Arabia,,
Q5190775,Crypticon,recurring event,Q5083,Seattle,,
Q16824205,Bratislava Chamber Guitar,recurring event,Q214,Slovakia,,
Q125769206,International carnival Pančevo,festival,Q403,Serbia,,
Q7605451,Steamcon,recurring event,Q5083,Seattle,,
Q7523159,Singapore Youth Festival,festival,Q334,Singapore,,
Q20104271,Festa Major de Sitges,festival,Q29,Spain,,
Q12745604,Jurjevanje,festival,Q215,Slovenia,,
Q2613306,Tamborrada,festival,Q29,Spain,,
Q20103498,Llum BCN,festival,Q29,Spain,,
Q17688140,Itaewon Global Village Festival,festival,Q884,South Korea,,
Q20103233,Enramades d'Arbúcies,festival,Q29,Spain,,
Q18013184,Ganghwado Shrimp Paste Festival,festival,Q884,South Korea,,
Q5390543,Pecados and Danzantes,festival,Q29,Spain,,
Q5752918,Carnival of Vinaròs,festival,Q29,Spain,,
Q11088726,Dansa de la Mort,festival,Q29,Spain,,
Q12175110,Gran Fira de València,festival,Q29,Spain,,
Q18696305,La Mostra d'Igualada,festival,Q29,Spain,,
Q20101522,Poliniza,festival,Q29,Spain,,
Q10244,Diwali,festival,Q854,Sri Lanka,,
Q10244,Diwali,festival,Q730,Suriname,,
Q5723385,Batalla naval de Vallecas,festival,Q29,Spain,,
Q2824458,Aadi Perukku,festival,Q854,Sri Lanka,,
Q3147421,Ibilaldia,festival,Q29,Spain,,
Q6343452,Cape Town Minstrel Carnival,festival,Q258,South Africa,,
Q625724,Lotus Lantern Festival,festival,Q884,South Korea,,
Q20105952,Enramades de Sallent,festival,Q29,Spain,,
Q19810537,Danses de Guadassuar,festival,Q29,Spain,,
Q5861023,International Poetry Festival City of Granada,festival,Q29,Spain,,
Q18684615,Suncheon Bay Reeds Festival,festival,Q884,South Korea,,
Q5305196,Dragon Festival,festival,Q29,Spain,,
Q5970261,Las Cabezadas,festival,Q29,Spain,,
Q4838443,Baby jumping,festival,Q29,Spain,,
Q11951447,Temporada Alta,festival,Q29,Spain,,
Q11907763,Bamako. Trobada africana de Fotografia,festival,Q29,Spain,2003-01-01,2009-01-01
Q5861062,Festival Internacional de la Sierra,festival,Q29,Spain,,
Q3183439,Esala Perahera,festival,Q854,Sri Lanka,,
Q3837409,"Fiestas de San Juan o de la Madre de Dios, Soria",festival,Q29,Spain,,
Q5737902,Caballos del Vino,festival,Q29,Spain,,
Q17305074,Irungo Alardea - Alarde de Irún,festival,Q29,Spain,,
Q5855501,Falles de Torrent,festival,Q29,Spain,,
Q5656997,Actual (festival),festival,Q29,Spain,,
Q5208205,Daegu Yangnyeongsi Festival,festival,Q884,South Korea,,
Q1378191,Offf Festival,festival,Q29,Spain,,
Q5409826,Eunsan byeolsinje,festival,Q884,South Korea,,
Q12280565,Zname na Mira,festival,Q472,Sofia,,
Q7433388,SciFest Africa,festival,Q258,South Africa,,
Q5352198,El Sol,festival,Q29,Spain,,
Q5970284,"Las Carantoñas, Acehúche",festival,Q29,Spain,0019-01-01,0021-01-01
Q8961597,Festa Major de Solsona,festival,Q29,Spain,,
Q18013658,Iksan Seodong Festival,festival,Q884,South Korea,,
Q3500067,Strasbulles,festival,Q6602,Strasbourg,,
Q11927138,Jaleo,festival,Q29,Spain,,
Q2881621,Pingüinos,festival,Q29,Spain,,
Q20103634,Santantonà de Forcall,festival,Q29,Spain,,
Q12606158,Yangnyeongsi Festival,festival,Q884,South Korea,,
Q6523298,Lent Festival,festival,Q215,Slovenia,,
Q5429969,Albacete Fair,festival,Q29,Spain,,
Q2281587,Van Riebeeck Tercentenary Festival,festival,Q258,South Africa,,
Q5445749,Festival de Guitarra de Barcelona,festival,Q29,Spain,,
Q5445754,Festival de Música de Jimena de la Frontera,festival,Q29,Spain,,
Q11921910,Festes Quinquennals d'Alcanar,festival,Q29,Spain,,
Q5242970,Day of the Geese,festival,Q29,Spain,,
Q12618343,Jinju Namgang Yudeung Festival,festival,Q884,South Korea,,
Q4442796,Stockholm Early Music Festival,festival,Q1754,Stockholm,,
Q2838024,Festes Decennals de la Mare de Déu de la Candela,festival,Q29,Spain,,
Q11921916,"Festes de Sant Llorenç, Alaior",festival,Q29,Spain,,
Q7753039,The Naked Stage,festival,Q215,Slovenia,,
Q5861379,Festivals of Saint Vincent Ferrer in the city of Valencia,festival,Q29,Spain,,
Q20104202,"Festa de la Sal, l'Escala",festival,Q29,Spain,,
Q18132936,Festival Internacional de Benicàssim 2014,festival,Q29,Spain,,
Q11921923,Festes majors de Ferreries,festival,Q29,Spain,,
Q496483,Gangneung Danoje,festival,Q884,South Korea,,
Q11921920,Festes de la Beata,festival,Q29,Spain,,
Q8961627,Festes d'Hivern-Enfarinats,festival,Q29,Spain,,
Q12620053,Chuncheon International Mime Festival,festival,Q884,South Korea,,
Q12793293,Kamfest,festival,Q215,Slovenia,,
Q17299707,Hondarribiko Alardea,festival,Q29,Spain,,
